1/1/2003,60.64141348
2/1/2003,60.97399277
3/1/2003,61.23691616
4/1/2003,61.53368897
5/1/2003,61.72821994
6/1/2003,61.87371824
7/1/2003,62.0834668
8/1/2003,62.3855648
9/1/2003,62.8566227
10/1/2003,62.97617823
11/1/2003,63.0923071
12/1/2003,63.27079345
1/1/2004,63.49573537
2/1/2004,63.75229473
3/1/2004,64.01073969
4/1/2004,64.27679784
5/1/2004,64.40028805
6/1/2004,64.55335992
7/1/2004,64.67413437
8/1/2004,64.83769219
9/1/2004,65.33301811
10/1/2004,65.44565542
11/1/2004,65.58457355
12/1/2004,65.77898509
1/1/2005,66.0477515
2/1/2005,66.30071796
3/1/2005,66.50102442
4/1/2005,66.61435627
5/1/2005,66.71504682
6/1/2005,66.88015912
7/1/2005,67.1149507
8/1/2005,67.22314964
9/1/2005,67.68434828
10/1/2005,67.8183286
11/1/2005,67.96284587
12/1/2005,68.17654919
1/1/2006,68.29031133
2/1/2006,68.52404794
3/1/2006,68.85548038
4/1/2006,69.1654643
5/1/2006,69.26894991
6/1/2006,69.53432981
7/1/2006,69.79879548
8/1/2006,69.90691406
9/1/2006,70.34553629
10/1/2006,70.43462753
11/1/2006,70.55579509
12/1/2006,70.79234175
1/1/2007,70.99027211
2/1/2007,71.28510329
3/1/2007,71.52552988
4/1/2007,71.62212776
5/1/2007,71.72583122
6/1/2007,71.93674451
7/1/2007,72.15822796
8/1/2007,72.32303881
9/1/2007,72.72065981
10/1/2007,72.85228776
11/1/2007,72.92051447
12/1/2007,73.14850137
1/1/2008,73.44097016
2/1/2008,73.75745928
3/1/2008,74.08015875
4/1/2008,74.24166693
5/1/2008,74.4663219
6/1/2008,74.8053854
7/1/2008,75.16878611
8/1/2008,75.35442029
9/1/2008,75.84468765
10/1/2008,76.07896622
11/1/2008,76.3260908
12/1/2008,76.59760981
1/1/2009,76.69461761
2/1/2009,76.96431967
3/1/2009,77.26790587
4/1/2009,77.43248274
5/1/2009,77.35138241
6/1/2009,77.48976947
7/1/2009,77.77884445
8/1/2009,77.79226428
9/1/2009,78.10180218
10/1/2009,78.32468308
11/1/2009,78.40509402
12/1/2009,78.84853031
1/1/2010,79.30348329
2/1/2010,79.61977369
3/1/2010,79.98796768
4/1/2010,79.97268145
5/1/2010,80.15494711
6/1/2010,80.38029872
7/1/2010,80.72978114
8/1/2010,80.74156945
9/1/2010,81.08785518
10/1/2010,81.06848931
11/1/2010,81.18038797
12/1/2010,81.49571308
1/1/2011,81.68073824
2/1/2011,81.92167964
3/1/2011,82.04188368
4/1/2011,81.92020502
5/1/2011,81.99563688
6/1/2011,82.14087082
7/1/2011,82.42759138
8/1/2011,82.54728209
9/1/2011,82.73253824
10/1/2011,82.8817617
11/1/2011,83.13879036
12/1/2011,83.44836381
1/1/2012,83.54357921
2/1/2012,83.74888636
3/1/2012,83.94818366
4/1/2012,83.95387448
5/1/2012,84.15110643
6/1/2012,84.22848375
7/1/2012,84.48646602
8/1/2012,84.55514102
9/1/2012,84.59644432
10/1/2012,84.74613753
11/1/2012,84.54905767
12/1/2012,84.4084002
1/1/2013,84.89996603
2/1/2013,85.597287
3/1/2013,85.92211886
4/1/2013,85.94528313
5/1/2013,86.13367076
6/1/2013,86.32634258
7/1/2013,86.49687509
8/1/2013,86.45240139
9/1/2013,86.66915792
10/1/2013,86.89870525
11/1/2013,87.13225095
12/1/2013,87.39686556
1/1/2014,87.84216967
2/1/2014,88.20447771
3/1/2014,88.41748958
4/1/2014,88.7176905
5/1/2014,88.66593026
6/1/2014,88.88477474
7/1/2014,89.22263855
8/1/2014,89.23839769
9/1/2014,89.47903047
10/1/2014,89.62685287
11/1/2014,89.80177427
12/1/2014,90.04558981
1/1/2015,89.82728493
2/1/2015,90.1421825
3/1/2015,90.46735319
4/1/2015,90.51530176
5/1/2015,90.64751508
6/1/2015,90.83731238
7/1/2015,91.1680283
8/1/2015,91.24447113
9/1/2015,91.4862232
10/1/2015,91.64040865
11/1/2015,91.55707447
12/1/2015,91.90957863
1/1/2016,92.03714089
2/1/2016,92.26905898
3/1/2016,92.61209311
4/1/2016,92.66362359
